cod_ap_sms,subgrupo,ano,obitos
4.0,1.2.1. Red por at à mulher na gestação,2023,0
4.0,1.2.1. Red por at à mulher na gestação,2024,0
4.0,1.2.1. Red por at à mulher na gestação,2025,0
4.0,1.2.2. Red por at à mulher no parto,2006,0
4.0,1.2.2. Red por at à mulher no parto,2007,0
4.0,1.2.2. Red por at à mulher no parto,2008,1
4.0,1.2.2. Red por at à mulher no parto,2009,0
4.0,1.2.2. Red por at à mulher no parto,2010,0
4.0,1.2.2. Red por at à mulher no parto,2011,1
4.0,1.2.2. Red por at à mulher no parto,2012,0
4.0,1.2.2. Red por at à mulher no parto,2013,0
4.0,1.2.2. Red por at à mulher no parto,2014,0
4.0,1.2.2. Red por at à mulher no parto,2015,0
4.0,1.2.2. Red por at à mulher no parto,2016,0
4.0,1.2.2. Red por at à mulher no parto,2017,0
4.0,1.2.2. Red por at à mulher no parto,2018,0
4.0,1.2.2. Red por at à mulher no parto,2019,0
4.0,1.2.2. Red por at à mulher no parto,2020,0
4.0,1.2.2. Red por at à mulher no parto,2021,0
4.0,1.2.2. Red por at à mulher no parto,2022,0
4.0,1.2.2. Red por at à mulher no parto,2023,0
4.0,1.2.2. Red por at à mulher no parto,2024,0
4.0,1.2.2. Red por at à mulher no parto,2025,0
4.0,1.2.3. Red por at ao recém-nascido,2006,1
4.0,1.2.3. Red por at ao recém-nascido,2007,0
4.0,1.2.3. Red por at ao recém-nascido,2008,0
4.0,1.2.3. Red por at ao recém-nascido,2009,0
4.0,1.2.3. Red por at ao recém-nascido,2010,0
4.0,1.2.3. Red por at ao recém-nascido,2011,0
4.0,1.2.3. Red por at ao recém-nascido,2012,0
4.0,1.2.3. Red por at ao recém-nascido,2013,0
4.0,1.2.3. Red por at ao recém-nascido,2014,0
4.0,1.2.3. Red por at ao recém-nascido,2015,0
4.0,1.2.3. Red por at ao recém-nascido,2016,0
4.0,1.2.3. Red por at ao recém-nascido,2017,0
4.0,1.2.3. Red por at ao recém-nascido,2018,0
4.0,1.2.3. Red por at ao recém-nascido,2019,0
4.0,1.2.3. Red por at ao recém-nascido,2020,0
4.0,1.2.3. Red por at ao recém-nascido,2021,0
4.0,1.2.3. Red por at ao recém-nascido,2022,0
4.0,1.2.3. Red por at ao recém-nascido,2023,0
4.0,1.2.3. Red por at ao recém-nascido,2024,0
4.0,1.2.3. Red por at ao recém-nascido,2025,0
4.0,1.3. Red por ações de diag e trat adequado,2006,12
4.0,1.3. Red por ações de diag e trat adequado,2007,4
4.0,1.3. Red por ações de diag e trat adequado,2008,6
4.0,1.3. Red por ações de diag e trat adequado,2009,7
4.0,1.3. Red por ações de diag e trat adequado,2010,8
4.0,1.3. Red por ações de diag e trat adequado,2011,6
4.0,1.3. Red por ações de diag e trat adequado,2012,6
4.0,1.3. Red por ações de diag e trat adequado,2013,5
4.0,1.3. Red por ações de diag e trat adequado,2014,3
4.0,1.3. Red por ações de diag e trat adequado,2015,5
4.0,1.3. Red por ações de diag e trat adequado,2016,5
4.0,1.3. Red por ações de diag e trat adequado,2017,5
4.0,1.3. Red por ações de diag e trat adequado,2018,1
4.0,1.3. Red por ações de diag e trat adequado,2019,5
4.0,1.3. Red por ações de diag e trat adequado,2020,2
4.0,1.3. Red por ações de diag e trat adequado,2021,3
4.0,1.3. Red por ações de diag e trat adequado,2022,9
4.0,1.3. Red por ações de diag e trat adequado,2023,11
4.0,1.3. Red por ações de diag e trat adequado,2024,8
4.0,1.3. Red por ações de diag e trat adequado,2025,2
4.0,1.4. Red por ações promoção vinc a atenção,2006,7
4.0,1.4. Red por ações promoção vinc a atenção,2007,4
4.0,1.4. Red por ações promoção vinc a atenção,2008,8
4.0,1.4. Red por ações promoção vinc a atenção,2009,5
4.0,1.4. Red por ações promoção vinc a atenção,2010,6
4.0,1.4. Red por ações promoção vinc a atenção,2011,8
4.0,1.4. Red por ações promoção vinc a atenção,2012,8
4.0,1.4. Red por ações promoção vinc a atenção,2013,5
4.0,1.4. Red por ações promoção vinc a atenção,2014,4
4.0,1.4. Red por ações promoção vinc a atenção,2015,3
4.0,1.4. Red por ações promoção vinc a atenção,2016,1
4.0,1.4. Red por ações promoção vinc a atenção,2017,4
4.0,1.4. Red por ações promoção vinc a atenção,2018,2
4.0,1.4. Red por ações promoção vinc a atenção,2019,3
4.0,1.4. Red por ações promoção vinc a atenção,2020,4
4.0,1.4. Red por ações promoção vinc a atenção,2021,7
4.0,1.4. Red por ações promoção vinc a atenção,2022,3
4.0,1.4. Red por ações promoção vinc a atenção,2023,7
4.0,1.4. Red por ações promoção vinc a atenção,2024,2
4.0,1.4. Red por ações promoção vinc a atenção,2025,5
4.0,2. Causas mal definidas,2006,5
4.0,2. Causas mal definidas,2007,3
4.0,2. Causas mal definidas,2008,1
4.0,2. Causas mal definidas,2009,1
4.0,2. Causas mal definidas,2010,4
4.0,2. Causas mal definidas,2011,7
4.0,2. Causas mal definidas,2012,3
4.0,2. Causas mal definidas,2013,4
4.0,2. Causas mal definidas,2014,3
4.0,2. Causas mal definidas,2015,3
4.0,2. Causas mal definidas,2016,2
4.0,2. Causas mal definidas,2017,2
4.0,2. Causas mal definidas,2018,0
4.0,2. Causas mal definidas,2019,1
4.0,2. Causas mal definidas,2020,1
4.0,2. Causas mal definidas,2021,0
4.0,2. Causas mal definidas,2022,2
4.0,2. Causas mal definidas,2023,1
4.0,2. Causas mal definidas,2024,0
4.0,2. Causas mal definidas,2025,2
4.0,3. Demais causas (não claramente evitáveis),2006,13
4.0,3. Demais causas (não claramente evitáveis),2007,12
4.0,3. Demais causas (não claramente evitáveis),2008,11
4.0,3. Demais causas (não claramente evitáveis),2009,19
4.0,3. Demais causas (não claramente evitáveis),2010,5
4.0,3. Demais causas (não claramente evitáveis),2011,16
4.0,3. Demais causas (não claramente evitáveis),2012,7
4.0,3. Demais causas (não claramente evitáveis),2013,13
4.0,3. Demais causas (não claramente evitáveis),2014,13
4.0,3. Demais causas (não claramente evitáveis),2015,12
4.0,3. Demais causas (não claramente evitáveis),2016,13
4.0,3. Demais causas (não claramente evitáveis),2017,20
4.0,3. Demais causas (não claramente evitáveis),2018,14
4.0,3. Demais causas (não claramente evitáveis),2019,11
4.0,3. Demais causas (não claramente evitáveis),2020,8
4.0,3. Demais causas (não claramente evitáveis),2021,7
4.0,3. Demais causas (não claramente evitáveis),2022,11
4.0,3. Demais causas (não claramente evitáveis),2023,11
4.0,3. Demais causas (não claramente evitáveis),2024,9
4.0,3. Demais causas (não claramente evitáveis),2025,9
5.1,1.1. Reduzível pelas ações de imunização,2006,0
5.1,1.1. Reduzível pelas ações de imunização,2007,0
5.1,1.1. Reduzível pelas ações de imunização,2008,0
5.1,1.1. Reduzível pelas ações de imunização,2009,0
5.1,1.1. Reduzível pelas ações de imunização,2010,0
5.1,1.1. Reduzível pelas ações de imunização,2011,0
5.1,1.1. Reduzível pelas ações de imunização,2012,0
5.1,1.1. Reduzível pelas ações de imunização,2013,0
5.1,1.1. Reduzível pelas ações de imunização,2014,0
5.1,1.1. Reduzível pelas ações de imunização,2015,0
5.1,1.1. Reduzível pelas ações de imunização,2016,0
5.1,1.1. Reduzível pelas ações de imunização,2017,0
5.1,1.1. Reduzível pelas ações de imunização,2018,0
5.1,1.1. Reduzível pelas ações de imunização,2019,0
5.1,1.1. Reduzível pelas ações de imunização,2020,0
5.1,1.1. Reduzível pelas ações de imunização,2021,0
5.1,1.1. Reduzível pelas ações de imunização,2022,0
5.1,1.1. Reduzível pelas ações de imunização,2023,0
5.1,1.1. Reduzível pelas ações de imunização,2024,0
5.1,1.1. Reduzível pelas ações de imunização,2025,0
5.1,1.2.1. Red por at à mulher na gestação,2006,1
5.1,1.2.1. Red por at à mulher na gestação,2007,0
5.1,1.2.1. Red por at à mulher na gestação,2008,0
5.1,1.2.1. Red por at à mulher na gestação,2009,0
5.1,1.2.1. Red por at à mulher na gestação,2010,0
5.1,1.2.1. Red por at à mulher na gestação,2011,0
5.1,1.2.1. Red por at à mulher na gestação,2012,0
5.1,1.2.1. Red por at à mulher na gestação,2013,0
5.1,1.2.1. Red por at à mulher na gestação,2014,0
5.1,1.2.1. Red por at à mulher na gestação,2015,0
5.1,1.2.1. Red por at à mulher na gestação,2016,0
5.1,1.2.1. Red por at à mulher na gestação,2017,0
5.1,1.2.1. Red por at à mulher na gestação,2018,0
5.1,1.2.1. Red por at à mulher na gestação,2019,0
5.1,1.2.1. Red por at à mulher na gestação,2020,0
5.1,1.2.1. Red por at à mulher na gestação,2021,0
5.1,1.2.1. Red por at à mulher na gestação,2022,0
5.1,1.2.1. Red por at à mulher na gestação,2023,0
5.1,1.2.1. Red por at à mulher na gestação,2024,0
5.1,1.2.1. Red por at à mulher na gestação,2025,0
5.1,1.2.2. Red por at à mulher no parto,2006,0
5.1,1.2.2. Red por at à mulher no parto,2007,0
5.1,1.2.2. Red por at à mulher no parto,2008,0
5.1,1.2.2. Red por at à mulher no parto,2009,0
5.1,1.2.2. Red por at à mulher no parto,2010,0
5.1,1.2.2. Red por at à mulher no parto,2011,0
5.1,1.2.2. Red por at à mulher no parto,2012,0
5.1,1.2.2. Red por at à mulher no parto,2013,0
5.1,1.2.2. Red por at à mulher no parto,2014,0
5.1,1.2.2. Red por at à mulher no parto,2015,0
5.1,1.2.2. Red por at à mulher no parto,2016,0
5.1,1.2.2. Red por at à mulher no parto,2017,0
5.1,1.2.2. Red por at à mulher no parto,2018,0
5.1,1.2.2. Red por at à mulher no parto,2019,0
5.1,1.2.2. Red por at à mulher no parto,2020,0
5.1,1.2.2. Red por at à mulher no parto,2021,0
5.1,1.2.2. Red por at à mulher no parto,2022,0
5.1,1.2.2. Red por at à mulher no parto,2023,0
5.1,1.2.2. Red por at à mulher no parto,2024,0
5.1,1.2.2. Red por at à mulher no parto,2025,0
5.1,1.2.3. Red por at ao recém-nascido,2006,1
5.1,1.2.3. Red por at ao recém-nascido,2007,0
5.1,1.2.3. Red por at ao recém-nascido,2008,0
5.1,1.2.3. Red por at ao recém-nascido,2009,0
5.1,1.2.3. Red por at ao recém-nascido,2010,0
5.1,1.2.3. Red por at ao recém-nascido,2011,0
5.1,1.2.3. Red por at ao recém-nascido,2012,0
5.1,1.2.3. Red por at ao recém-nascido,2013,0
5.1,1.2.3. Red por at ao recém-nascido,2014,0
5.1,1.2.3. Red por at ao recém-nascido,2015,0
5.1,1.2.3. Red por at ao recém-nascido,2016,0
5.1,1.2.3. Red por at ao recém-nascido,2017,0
5.1,1.2.3. Red por at ao recém-nascido,2018,0
5.1,1.2.3. Red por at ao recém-nascido,2019,0
5.1,1.2.3. Red por at ao recém-nascido,2020,0
5.1,1.2.3. Red por at ao recém-nascido,2021,0
5.1,1.2.3. Red por at ao recém-nascido,2022,0
5.1,1.2.3. Red por at ao recém-nascido,2023,0
5.1,1.2.3. Red por at ao recém-nascido,2024,0
5.1,1.2.3. Red por at ao recém-nascido,2025,0
5.1,1.3. Red por ações de diag e trat adequado,2006,5
5.1,1.3. Red por ações de diag e trat adequado,2007,3
5.1,1.3. Red por ações de diag e trat adequado,2008,3
5.1,1.3. Red por ações de diag e trat adequado,2009,3
5.1,1.3. Red por ações de diag e trat adequado,2010,4
5.1,1.3. Red por ações de diag e trat adequado,2011,3
5.1,1.3. Red por ações de diag e trat adequado,2012,3
5.1,1.3. Red por ações de diag e trat adequado,2013,4
5.1,1.3. Red por ações de diag e trat adequado,2014,4
5.1,1.3. Red por ações de diag e trat adequado,2015,5
5.1,1.3. Red por ações de diag e trat adequado,2016,10
5.1,1.3. Red por ações de diag e trat adequado,2017,7
5.1,1.3. Red por ações de diag e trat adequado,2018,6
5.1,1.3. Red por ações de diag e trat adequado,2019,3
5.1,1.3. Red por ações de diag e trat adequado,2020,4
5.1,1.3. Red por ações de diag e trat adequado,2021,1
5.1,1.3. Red por ações de diag e trat adequado,2022,3
5.1,1.3. Red por ações de diag e trat adequado,2023,6
5.1,1.3. Red por ações de diag e trat adequado,2024,5
5.1,1.3. Red por ações de diag e trat adequado,2025,3
5.1,1.4. Red por ações promoção vinc a atenção,2006,0
5.1,1.4. Red por ações promoção vinc a atenção,2007,5
5.1,1.4. Red por ações promoção vinc a atenção,2008,0
5.1,1.4. Red por ações promoção vinc a atenção,2009,4
5.1,1.4. Red por ações promoção vinc a atenção,2010,5
5.1,1.4. Red por ações promoção vinc a atenção,2011,3
5.1,1.4. Red por ações promoção vinc a atenção,2012,2
5.1,1.4. Red por ações promoção vinc a atenção,2013,5
5.1,1.4. Red por ações promoção vinc a atenção,2014,7
5.1,1.4. Red por ações promoção vinc a atenção,2015,4
5.1,1.4. Red por ações promoção vinc a atenção,2016,3
5.1,1.4. Red por ações promoção vinc a atenção,2017,2
5.1,1.4. Red por ações promoção vinc a atenção,2018,5
5.1,1.4. Red por ações promoção vinc a atenção,2019,5
5.1,1.4. Red por ações promoção vinc a atenção,2020,5
5.1,1.4. Red por ações promoção vinc a atenção,2021,2
5.1,1.4. Red por ações promoção vinc a atenção,2022,2
5.1,1.4. Red por ações promoção vinc a atenção,2023,5
5.1,1.4. Red por ações promoção vinc a atenção,2024,5
5.1,1.4. Red por ações promoção vinc a atenção,2025,6
5.1,2. Causas mal definidas,2006,5
5.1,2. Causas mal definidas,2007,1
5.1,2. Causas mal definidas,2008,0
5.1,2. Causas mal definidas,2009,1
5.1,2. Causas mal definidas,2010,1
5.1,2. Causas mal definidas,2011,0
5.1,2. Causas mal definidas,2012,1
5.1,2. Causas mal definidas,2013,1
5.1,2. Causas mal definidas,2014,1
5.1,2. Causas mal definidas,2015,1
5.1,2. Causas mal definidas,2016,2
5.1,2. Causas mal definidas,2017,0
5.1,2. Causas mal definidas,2018,1
5.1,2. Causas mal definidas,2019,0
5.1,2. Causas mal definidas,2020,1
5.1,2. Causas mal definidas,2021,2
5.1,2. Causas mal definidas,2022,1
5.1,2. Causas mal definidas,2023,1
5.1,2. Causas mal definidas,2024,0
5.1,2. Causas mal definidas,2025,1
5.1,3. Demais causas (não claramente evitáveis),2006,10
5.1,3. Demais causas (não claramente evitáveis),2007,13
5.1,3. Demais causas (não claramente evitáveis),2008,11
5.1,3. Demais causas (não claramente evitáveis),2009,12
5.1,3. Demais causas (não claramente evitáveis),2010,13
5.1,3. Demais causas (não claramente evitáveis),2011,8
5.1,3. Demais causas (não claramente evitáveis),2012,6
5.1,3. Demais causas (não claramente evitáveis),2013,10
5.1,3. Demais causas (não claramente evitáveis),2014,6
5.1,3. Demais causas (não claramente evitáveis),2015,4
5.1,3. Demais causas (não claramente evitáveis),2016,11
5.1,3. Demais causas (não claramente evitáveis),2017,6
5.1,3. Demais causas (não claramente evitáveis),2018,8
5.1,3. Demais causas (não claramente evitáveis),2019,7
5.1,3. Demais causas (não claramente evitáveis),2020,7
5.1,3. Demais causas (não claramente evitáveis),2021,10
5.1,3. Demais causas (não claramente evitáveis),2022,7
5.1,3. Demais causas (não claramente evitáveis),2023,11
5.1,3. Demais causas (não claramente evitáveis),2024,6
5.1,3. Demais causas (não claramente evitáveis),2025,6
5.2,1.1. Reduzível pelas ações de imunização,2006,0
5.2,1.1. Reduzível pelas ações de imunização,2007,0
5.2,1.1. Reduzível pelas ações de imunização,2008,0
5.2,1.1. Reduzível pelas ações de imunização,2009,0
5.2,1.1. Reduzível pelas ações de imunização,2010,0
5.2,1.1. Reduzível pelas ações de imunização,2011,0
5.2,1.1. Reduzível pelas ações de imunização,2012,0
5.2,1.1. Reduzível pelas ações de imunização,2013,0
5.2,1.1. Reduzível pelas ações de imunização,2014,0
5.2,1.1. Reduzível pelas ações de imunização,2015,0
5.2,1.1. Reduzível pelas ações de imunização,2016,0
5.2,1.1. Reduzível pelas ações de imunização,2017,0
5.2,1.1. Reduzível pelas ações de imunização,2018,0
5.2,1.1. Reduzível pelas ações de imunização,2019,0
5.2,1.1. Reduzível pelas ações de imunização,2020,0
5.2,1.1. Reduzível pelas ações de imunização,2021,0
5.2,1.1. Reduzível pelas ações de imunização,2022,0
5.2,1.1. Reduzível pelas ações de imunização,2023,0
5.2,1.1. Reduzível pelas ações de imunização,2024,0
5.2,1.1. Reduzível pelas ações de imunização,2025,0
5.2,1.2.1. Red por at à mulher na gestação,2006,0
5.2,1.2.1. Red por at à mulher na gestação,2007,0
5.2,1.2.1. Red por at à mulher na gestação,2008,0
5.2,1.2.1. Red por at à mulher na gestação,2009,1
5.2,1.2.1. Red por at à mulher na gestação,2010,0
5.2,1.2.1. Red por at à mulher na gestação,2011,0
5.2,1.2.1. Red por at à mulher na gestação,2012,1
5.2,1.2.1. Red por at à mulher na gestação,2013,0
5.2,1.2.1. Red por at à mulher na gestação,2014,0
5.2,1.2.1. Red por at à mulher na gestação,2015,0
5.2,1.2.1. Red por at à mulher na gestação,2016,0
5.2,1.2.1. Red por at à mulher na gestação,2017,0
5.2,1.2.1. Red por at à mulher na gestação,2018,0
5.2,1.2.1. Red por at à mulher na gestação,2019,0
5.2,1.2.1. Red por at à mulher na gestação,2020,0
5.2,1.2.1. Red por at à mulher na gestação,2021,0
5.2,1.2.1. Red por at à mulher na gestação,2022,0
5.2,1.2.1. Red por at à mulher na gestação,2023,0
5.2,1.2.1. Red por at à mulher na gestação,2024,0
5.2,1.2.1. Red por at à mulher na gestação,2025,1
5.2,1.2.2. Red por at à mulher no parto,2006,0
5.2,1.2.2. Red por at à mulher no parto,2007,0
5.2,1.2.2. Red por at à mulher no parto,2008,0
5.2,1.2.2. Red por at à mulher no parto,2009,1
5.2,1.2.2. Red por at à mulher no parto,2010,0
5.2,1.2.2. Red por at à mulher no parto,2011,0
5.2,1.2.2. Red por at à mulher no parto,2012,0
5.2,1.2.2. Red por at à mulher no parto,2013,0
5.2,1.2.2. Red por at à mulher no parto,2014,0
5.2,1.2.2. Red por at à mulher no parto,2015,0
5.2,1.2.2. Red por at à mulher no parto,2016,0
5.2,1.2.2. Red por at à mulher no parto,2017,0
5.2,1.2.2. Red por at à mulher no parto,2018,1
5.2,1.2.2. Red por at à mulher no parto,2019,0
5.2,1.2.2. Red por at à mulher no parto,2020,0
5.2,1.2.2. Red por at à mulher no parto,2021,0
5.2,1.2.2. Red por at à mulher no parto,2022,0
5.2,1.2.2. Red por at à mulher no parto,2023,0
5.2,1.2.2. Red por at à mulher no parto,2024,0
5.2,1.2.2. Red por at à mulher no parto,2025,0
5.2,1.2.3. Red por at ao recém-nascido,2006,0
5.2,1.2.3. Red por at ao recém-nascido,2007,0
5.2,1.2.3. Red por at ao recém-nascido,2008,0
5.2,1.2.3. Red por at ao recém-nascido,2009,0
5.2,1.2.3. Red por at ao recém-nascido,2010,0
5.2,1.2.3. Red por at ao recém-nascido,2011,0
5.2,1.2.3. Red por at ao recém-nascido,2012,0
5.2,1.2.3. Red por at ao recém-nascido,2013,0
5.2,1.2.3. Red por at ao recém-nascido,2014,0
5.2,1.2.3. Red por at ao recém-nascido,2015,0
5.2,1.2.3. Red por at ao recém-nascido,2016,0
5.2,1.2.3. Red por at ao recém-nascido,2017,0
5.2,1.2.3. Red por at ao recém-nascido,2018,0
5.2,1.2.3. Red por at ao recém-nascido,2019,0
5.2,1.2.3. Red por at ao recém-nascido,2020,0
5.2,1.2.3. Red por at ao recém-nascido,2021,0
5.2,1.2.3. Red por at ao recém-nascido,2022,0
5.2,1.2.3. Red por at ao recém-nascido,2023,0
5.2,1.2.3. Red por at ao recém-nascido,2024,0
5.2,1.2.3. Red por at ao recém-nascido,2025,0
5.2,1.3. Red por ações de diag e trat adequado,2006,4
5.2,1.3. Red por ações de diag e trat adequado,2007,7
5.2,1.3. Red por ações de diag e trat adequado,2008,8
5.2,1.3. Red por ações de diag e trat adequado,2009,4
5.2,1.3. Red por ações de diag e trat adequado,2010,11
5.2,1.3. Red por ações de diag e trat adequado,2011,5
5.2,1.3. Red por ações de diag e trat adequado,2012,8
5.2,1.3. Red por ações de diag e trat adequado,2013,6
5.2,1.3. Red por ações de diag e trat adequado,2014,4
5.2,1.3. Red por ações de diag e trat adequado,2015,9
5.2,1.3. Red por ações de diag e trat adequado,2016,5
5.2,1.3. Red por ações de diag e trat adequado,2017,8
5.2,1.3. Red por ações de diag e trat adequado,2018,5
5.2,1.3. Red por ações de diag e trat adequado,2019,6
5.2,1.3. Red por ações de diag e trat adequado,2020,6
5.2,1.3. Red por ações de diag e trat adequado,2021,5
5.2,1.3. Red por ações de diag e trat adequado,2022,5
5.2,1.3. Red por ações de diag e trat adequado,2023,11
5.2,1.3. Red por ações de diag e trat adequado,2024,5
5.2,1.3. Red por ações de diag e trat adequado,2025,3
5.2,1.4. Red por ações promoção vinc a atenção,2006,4
5.2,1.4. Red por ações promoção vinc a atenção,2007,4
5.2,1.4. Red por ações promoção vinc a atenção,2008,7
5.2,1.4. Red por ações promoção vinc a atenção,2009,7
5.2,1.4. Red por ações promoção vinc a atenção,2010,5
5.2,1.4. Red por ações promoção vinc a atenção,2011,3
5.2,1.4. Red por ações promoção vinc a atenção,2012,6
5.2,1.4. Red por ações promoção vinc a atenção,2013,4
5.2,1.4. Red por ações promoção vinc a atenção,2014,7
5.2,1.4. Red por ações promoção vinc a atenção,2015,8
5.2,1.4. Red por ações promoção vinc a atenção,2016,2
5.2,1.4. Red por ações promoção vinc a atenção,2017,5
5.2,1.4. Red por ações promoção vinc a atenção,2018,4
5.2,1.4. Red por ações promoção vinc a atenção,2019,4
5.2,1.4. Red por ações promoção vinc a atenção,2020,4
5.2,1.4. Red por ações promoção vinc a atenção,2021,6
5.2,1.4. Red por ações promoção vinc a atenção,2022,4
5.2,1.4. Red por ações promoção vinc a atenção,2023,8
5.2,1.4. Red por ações promoção vinc a atenção,2024,2
5.2,1.4. Red por ações promoção vinc a atenção,2025,3
5.2,2. Causas mal definidas,2006,5
5.2,2. Causas mal definidas,2007,4
5.2,2. Causas mal definidas,2008,4
5.2,2. Causas mal definidas,2009,0
5.2,2. Causas mal definidas,2010,2
5.2,2. Causas mal definidas,2011,0
5.2,2. Causas mal definidas,2012,1
5.2,2. Causas mal definidas,2013,0
5.2,2. Causas mal definidas,2014,1
5.2,2. Causas mal definidas,2015,0
5.2,2. Causas mal definidas,2016,1
5.2,2. Causas mal definidas,2017,0
5.2,2. Causas mal definidas,2018,0
5.2,2. Causas mal definidas,2019,1
5.2,2. Causas mal definidas,2020,2
5.2,2. Causas mal definidas,2021,1
5.2,2. Causas mal definidas,2022,0
5.2,2. Causas mal definidas,2023,2
5.2,2. Causas mal definidas,2024,2
5.2,2. Causas mal definidas,2025,0
5.2,3. Demais causas (não claramente evitáveis),2006,11
5.2,3. Demais causas (não claramente evitáveis),2007,14
5.2,3. Demais causas (não claramente evitáveis),2008,6
5.2,3. Demais causas (não claramente evitáveis),2009,13
5.2,3. Demais causas (não claramente evitáveis),2010,5
5.2,3. Demais causas (não claramente evitáveis),2011,10
5.2,3. Demais causas (não claramente evitáveis),2012,12
5.2,3. Demais causas (não claramente evitáveis),2013,8
5.2,3. Demais causas (não claramente evitáveis),2014,11
5.2,3. Demais causas (não claramente evitáveis),2015,11
5.2,3. Demais causas (não claramente evitáveis),2016,14
5.2,3. Demais causas (não claramente evitáveis),2017,13
5.2,3. Demais causas (não claramente evitáveis),2018,8
5.2,3. Demais causas (não claramente evitáveis),2019,10
5.2,3. Demais causas (não claramente evitáveis),2020,13
5.2,3. Demais causas (não claramente evitáveis),2021,9
5.2,3. Demais causas (não claramente evitáveis),2022,12
5.2,3. Demais causas (não claramente evitáveis),2023,9
5.2,3. Demais causas (não claramente evitáveis),2024,10
5.2,3. Demais causas (não claramente evitáveis),2025,8
5.3,1.1. Reduzível pelas ações de imunização,2006,0
5.3,1.1. Reduzível pelas ações de imunização,2007,0
5.3,1.1. Reduzível pelas ações de imunização,2008,0
5.3,1.1. Reduzível pelas ações de imunização,2009,0
5.3,1.1. Reduzível pelas ações de imunização,2010,0
5.3,1.1. Reduzível pelas ações de imunização,2011,0
5.3,1.1. Reduzível pelas ações de imunização,2012,0
5.3,1.1. Reduzível pelas ações de imunização,2013,0
5.3,1.1. Reduzível pelas ações de imunização,2014,0
5.3,1.1. Reduzível pelas ações de imunização,2015,0
5.3,1.1. Reduzível pelas ações de imunização,2016,0
5.3,1.1. Reduzível pelas ações de imunização,2017,0
5.3,1.1. Reduzível pelas ações de imunização,2018,0
5.3,1.1. Reduzível pelas ações de imunização,2019,0
5.3,1.1. Reduzível pelas ações de imunização,2020,0
5.3,1.1. Reduzível pelas ações de imunização,2021,0
5.3,1.1. Reduzível pelas ações de imunização,2022,0
5.3,1.1. Reduzível pelas ações de imunização,2023,0
5.3,1.1. Reduzível pelas ações de imunização,2024,0
5.3,1.1. Reduzível pelas ações de imunização,2025,0
5.3,1.2.1. Red por at à mulher na gestação,2006,1
5.3,1.2.1. Red por at à mulher na gestação,2007,0
5.3,1.2.1. Red por at à mulher na gestação,2008,1
5.3,1.2.1. Red por at à mulher na gestação,2009,0
5.3,1.2.1. Red por at à mulher na gestação,2010,0
5.3,1.2.1. Red por at à mulher na gestação,2011,0
5.3,1.2.1. Red por at à mulher na gestação,2012,0
5.3,1.2.1. Red por at à mulher na gestação,2013,0
5.3,1.2.1. Red por at à mulher na gestação,2014,0
5.3,1.2.1. Red por at à mulher na gestação,2015,0
5.3,1.2.1. Red por at à mulher na gestação,2016,0
5.3,1.2.1. Red por at à mulher na gestação,2017,1
5.3,1.2.1. Red por at à mulher na gestação,2018,0
5.3,1.2.1. Red por at à mulher na gestação,2019,0
5.3,1.2.1. Red por at à mulher na gestação,2020,0
5.3,1.2.1. Red por at à mulher na gestação,2021,0
5.3,1.2.1. Red por at à mulher na gestação,2022,0
5.3,1.2.1. Red por at à mulher na gestação,2023,0
5.3,1.2.1. Red por at à mulher na gestação,2024,0
5.3,1.2.1. Red por at à mulher na gestação,2025,0
5.3,1.2.2. Red por at à mulher no parto,2006,0
5.3,1.2.2. Red por at à mulher no parto,2007,0
5.3,1.2.2. Red por at à mulher no parto,2008,0
5.3,1.2.2. Red por at à mulher no parto,2009,0
5.3,1.2.2. Red por at à mulher no parto,2010,0
5.3,1.2.2. Red por at à mulher no parto,2011,0
5.3,1.2.2. Red por at à mulher no parto,2012,0
5.3,1.2.2. Red por at à mulher no parto,2013,0
5.3,1.2.2. Red por at à mulher no parto,2014,0
5.3,1.2.2. Red por at à mulher no parto,2015,0
5.3,1.2.2. Red por at à mulher no parto,2016,0
5.3,1.2.2. Red por at à mulher no parto,2017,0
5.3,1.2.2. Red por at à mulher no parto,2018,0
5.3,1.2.2. Red por at à mulher no parto,2019,0
5.3,1.2.2. Red por at à mulher no parto,2020,0
5.3,1.2.2. Red por at à mulher no parto,2021,0
5.3,1.2.2. Red por at à mulher no parto,2022,0
5.3,1.2.2. Red por at à mulher no parto,2023,0
5.3,1.2.2. Red por at à mulher no parto,2024,0
5.3,1.2.2. Red por at à mulher no parto,2025,0
5.3,1.2.3. Red por at ao recém-nascido,2006,0
5.3,1.2.3. Red por at ao recém-nascido,2007,0
5.3,1.2.3. Red por at ao recém-nascido,2008,0
5.3,1.2.3. Red por at ao recém-nascido,2009,0
5.3,1.2.3. Red por at ao recém-nascido,2010,0
5.3,1.2.3. Red por at ao recém-nascido,2011,0
5.3,1.2.3. Red por at ao recém-nascido,2012,0
5.3,1.2.3. Red por at ao recém-nascido,2013,0
5.3,1.2.3. Red por at ao recém-nascido,2014,0
5.3,1.2.3. Red por at ao recém-nascido,2015,0
5.3,1.2.3. Red por at ao recém-nascido,2016,0
5.3,1.2.3. Red por at ao recém-nascido,2017,0
5.3,1.2.3. Red por at ao recém-nascido,2018,0
5.3,1.2.3. Red por at ao recém-nascido,2019,0
5.3,1.2.3. Red por at ao recém-nascido,2020,0
5.3,1.2.3. Red por at ao recém-nascido,2021,0
